feature,importance
CC_GOOD_PAYER,0.0
CC_HAS_DPD_HISTORY,0.0
CC_HIGH_UTILIZATION,0.0
CC_MIN_PAYER,0.0
DOC_EMPLOYMENT_COUNT,0.0
CC_SEVERE_DPD,0.0
POS_POS_STATUS_DEMAND_SUM,0.0
POS_POS_STATUS_DEMAND_MEAN,0.0
POS_HAS_ANY_DPD,0.0
POS_POS_STATUS_CANCELLED_SUM,0.0
POS_POS_STATUS_CANCELLED_MEAN,0.0
POS_POS_STATUS_AMORT_DEBT_SUM,0.0
POS_POS_STATUS_AMORT_DEBT_MEAN,0.0
POS_HAS_CANCELLATIONS,0.0
POS_HAS_DEMAND_STATUS,0.0
DOC_COMPLETE,0.0
POS_POS_HAS_DPD_MAX,0.0
DOC_BALANCED,0.0
DOC_HAS_EMPLOYMENT,0.0
DOC_ID_INCOME_COMBO,0.0
FLAG_DOCUMENT_9,0.0
DOC_MAX_CONSECUTIVE,0.0
FLAG_DOCUMENT_7,0.0
FLAG_DOCUMENT_4,0.0
INST_SEVERE_LATE,0.0
FLAG_DOCUMENT_21,0.0
FLAG_DOCUMENT_20,0.0
FLAG_DOCUMENT_2,0.0
FLAG_DOCUMENT_19,0.0
POS_POS_HAS_DPD_DEF_MAX,0.0
FLAG_DOCUMENT_15,0.0
FLAG_DOCUMENT_12,0.0
FLAG_DOCUMENT_10,0.0
FLAG_CONT_MOBILE,0.0
DOC_SUSPICIOUSLY_LOW,0.0
DOC_OVER_DOCUMENTED,0.0
POS_CANCELLATION_RATE,0.0
CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,0.0
DOC_MINIMAL,0.0
INST_INST_PAID_LATE_MAX,0.0
