feature,importance
REG_REGION_NOT_WORK_REGION,25.8016996383667
EMERGENCYSTATE_MODE,24.766399383544922
HOUSETYPE_MODE,24.640999794006348
CC_CC_UTILIZATION_MEAN,24.209800720214844
BUREAU_PROLONG_RATE,24.13028049468994
DOC_OPTIONAL_COUNT,21.124300003051758
AMT_REQ_CREDIT_BUREAU_WEEK,20.984119415283203
DOC_DIVERSITY_SCORE,20.513139724731445
GEO_REGION_RISK_SCORE,19.41790008544922
BB_DELINQUENCY_RATE,17.250699996948242
DOC_COUNT_TOTAL,17.072999954223633
GEO_BUILDING_OLD,16.696800231933594
CC_SK_DPD_DEF_MAX,15.93529987335205
CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,14.999899864196777
POS_POS_STATUS_COMPLETED_SUM,13.909500122070312
GEO_HAS_BASEMENT,13.896900177001953
AMT_REQ_CREDIT_BUREAU_DAY,13.826700210571289
BB_BB_STATUS_3_SUM,13.308300018310547
CC_CC_DPD_SEVERITY_MAX,13.08650016784668
ELEVATORS_MODE,12.642800331115723
BUREAU_CNT_CREDIT_PROLONG_MEAN,12.637700080871582
CC_GOOD_PAYER,12.378199577331543
CC_SK_DPD_MAX,12.067000389099121
BUREAU_CREDIT_DAY_OVERDUE_SUM,11.792400360107422
LIVE_REGION_NOT_WORK_REGION,11.569999694824219
PREV_RATE_INTEREST_PRIMARY_MEAN,11.532299995422363
CC_AMT_TOTAL_RECEIVABLE_MEAN,10.645700454711914
BB_BB_STATUS_5_SUM,9.97266960144043
FLAG_DOCUMENT_11,9.440190315246582
REG_REGION_NOT_LIVE_REGION,8.320280075073242
INST_AVG_DAYS_LATE,8.311980247497559
PREV_INTEREST_RATE_RANGE,0.0
PREV_DAYS_FIRST_DRAWING_MAX,0.0
BUREAU_CNT_CREDIT_PROLONG_MAX,0.0
PREV_RATE_INTEREST_PRIMARY_MAX,0.0
BUREAU_HAS_OVERDUE,0.0
PREV_RATE_INTEREST_PRIMARY_MIN,0.0
AMT_REQ_CREDIT_BUREAU_HOUR,0.0
PREV_RATE_INTEREST_PRIVILEGED_MAX,0.0
PREV_RATE_INTEREST_PRIVILEGED_MEAN,0.0
BB_BB_STATUS_DPD_MAX,0.0
BB_HAS_SERIOUS_DPD,0.0
PREV_RATE_INTEREST_PRIVILEGED_MIN,0.0
REGION_RATING_CLIENT,0.0
BB_GETTING_WORSE,0.0
BUREAU_CNT_CREDIT_PROLONG_SUM,0.0
POS_POS_HAS_DPD_DEF_SUM,0.0
CC_AMT_TOTAL_RECEIVABLE_SUM,0.0
DOC_MINIMAL,0.0
DOC_OPTIONAL_RATE,0.0
DOC_OVER_DOCUMENTED,0.0
INST_PAYMENT_PLAN_CHANGES,0.0
DOC_SUBMISSION_RATE,0.0
DOC_SUPPLEMENTARY_RATE,0.0
DOC_SUSPICIOUSLY_LOW,0.0
FLAG_CONT_MOBILE,0.0
FLAG_DOCUMENT_10,0.0
FLAG_DOCUMENT_12,0.0
FLAG_DOCUMENT_13,0.0
FLAG_DOCUMENT_14,0.0
FLAG_DOCUMENT_15,0.0
FLAG_DOCUMENT_16,0.0
FLAG_DOCUMENT_17,0.0
FLAG_DOCUMENT_18,0.0
INST_INST_PAID_LATE_MAX,0.0
FLAG_DOCUMENT_19,0.0
FLAG_DOCUMENT_2,0.0
FLAG_DOCUMENT_20,0.0
FLAG_DOCUMENT_21,0.0
FLAG_DOCUMENT_4,0.0
FLAG_DOCUMENT_5,0.0
FLAG_DOCUMENT_7,0.0
FLAG_DOCUMENT_8,0.0
FLAG_DOCUMENT_9,0.0
FLAG_EMAIL,0.0
INST_HAS_BEEN_LATE,0.0
FLAG_MOBIL,0.0
GEO_REGION_CITY_MATCH,0.0
INST_SEVERE_LATE,0.0
DOC_MAX_CONSECUTIVE,0.0
POS_SEVERE_DPD,0.0
DOC_ID_INCOME_COMBO,0.0
CC_CC_OVER_LIMIT_MAX,0.0
POS_POS_STATUS_DEMAND_SUM,0.0
POS_POS_STATUS_DEMAND_MEAN,0.0
POS_POS_STATUS_CANCELLED_SUM,0.0
POS_POS_STATUS_CANCELLED_MEAN,0.0
POS_POS_STATUS_AMORT_DEBT_SUM,0.0
POS_POS_STATUS_AMORT_DEBT_MEAN,0.0
POS_POS_HAS_DPD_MAX,0.0
GEO_REGION_CITY_DIFF,0.0
POS_POS_HAS_DPD_DEF_MAX,0.0
CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,0.0
CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,0.0
POS_HAS_DEMAND_STATUS,0.0
POS_HAS_CANCELLATIONS,0.0
POS_HAS_ANY_DPD,0.0
POS_DPD_GETTING_WORSE,0.0
