iter	Passed	Remaining
1663	242820	49031
1664	242975	48886
1665	243107	48738
1666	243262	48594
1667	243414	48449
1668	243560	48303
1669	243690	48154
1670	243841	48009
1671	244008	47867
1672	244164	47723
1673	244315	47578
1674	244444	47429
1675	244568	47279
1676	244717	47133
1677	244859	46987
1678	244987	46838
1679	245132	46691
1680	245261	46542
1681	245406	46396
1682	245543	46249
1683	245692	46103
1684	245816	45953
1685	245961	45807
1686	246097	45660
1687	246241	45513
1688	246383	45367
1689	246577	45230
1690	246725	45084
1691	246853	44935
1692	246997	44789
1693	247126	44640
1694	247255	44491
1695	247392	44344
1696	247536	44197
1697	247698	44054
1698	247843	43908
1699	247986	43762
1700	248147	43619
1701	248276	43470
1702	248432	43326
1703	248564	43177
1704	248712	43032
1705	248847	42884
1706	248988	42737
1707	249132	42591
1708	249288	42447
1709	249431	42301
1710	249591	42157
1711	249712	42007
1712	249868	41863
1713	250006	41716
1714	250128	41566
1715	250250	41416
