iter	Logloss
1513	0.4943816507
1514	0.4943289359
1515	0.4942892448
1516	0.4942473169
1517	0.4942122766
1518	0.4941517674
1519	0.494104839
1520	0.4940598322
1521	0.4940211257
1522	0.4939795001
1523	0.4939250515
1524	0.4938683704
1525	0.4938118987
1526	0.4937705149
1527	0.4937340302
1528	0.4936792383
1529	0.4936455798
1530	0.4936094232
1531	0.493556648
1532	0.4935111834
1533	0.4934634627
1534	0.4934150553
1535	0.4933768756
1536	0.4933241802
1537	0.4932878099
1538	0.4932496022
1539	0.4932042348
1540	0.4931623933
1541	0.4931200919
1542	0.4930859325
1543	0.4930504323
1544	0.4930080963
1545	0.4929635775
1546	0.492919212
1547	0.4928684706
1548	0.4928155528
1549	0.4927830862
1550	0.4927344823
1551	0.492686999
1552	0.4926243566
1553	0.492572391
1554	0.4925037246
1555	0.4924644524
1556	0.4924171073
1557	0.4923750974
1558	0.4923421708
1559	0.4923064116
1560	0.4922461571
1561	0.4921911428
1562	0.492152622
1563	0.4921189873
1564	0.4920705821
1565	0.4920260222
1566	0.491974523
1567	0.4919189084
1568	0.4918632507
1569	0.4918137983
1570	0.4917638968
1571	0.4917233011
1572	0.4916673195
1573	0.4916264064
1574	0.491589315
1575	0.4915393401
1576	0.4914996167
1577	0.4914496266
1578	0.4914036698
1579	0.4913475587
1580	0.4912968691
1581	0.4912614704
1582	0.4912184025
1583	0.4911777895
1584	0.4911362006
1585	0.4910887584
1586	0.4910376305
1587	0.4909981813
1588	0.4909756984
1589	0.4909371409
1590	0.4908892193
1591	0.4908416756
1592	0.4907995706
1593	0.4907471732
1594	0.4907053489
1595	0.4906621601
1596	0.490614258
1597	0.4905659672
1598	0.4905121145
1599	0.4904616603
1600	0.4904255015
1601	0.4903663482
1602	0.4903283888
1603	0.4902893692
1604	0.4902475191
1605	0.4902000682
1606	0.4901705531
1607	0.4901246869
1608	0.4900790562
1609	0.490049785
1610	0.4900149758
1611	0.489971502
1612	0.4899276913
1613	0.4898706755
1614	0.489837328
1615	0.4897831557
1616	0.4897484803
1617	0.4896923303
1618	0.4896488522
1619	0.4896039102
1620	0.489563539
1621	0.4895282915
1622	0.4894839562
1623	0.4894391588
1624	0.4893868953
1625	0.4893426398
1626	0.4892987126
1627	0.4892498626
1628	0.4892121472
1629	0.4891648603
1630	0.4891266936
1631	0.4890817322
1632	0.4890423586
1633	0.4890036715
1634	0.4889478389
1635	0.4888926908
1636	0.4888487074
1637	0.4888005828
1638	0.4887659808
1639	0.4887554897
1640	0.4887073544
1641	0.488648743
1642	0.4885963844
1643	0.4885444382
1644	0.4885029055
1645	0.4884636829
1646	0.4884223618
1647	0.4883735679
1648	0.4883422218
1649	0.4882914502
1650	0.488244673
1651	0.4882029329
1652	0.488151194
1653	0.4881107905
1654	0.4880665869
1655	0.4880085563
1656	0.48795688
1657	0.4879106728
1658	0.4878638135
1659	0.4878242174
1660	0.4877901055
1661	0.4877371035
1662	0.4876883636
1663	0.4876482149
1664	0.4876108406
1665	0.4875830484
1666	0.4875351052
1667	0.4874876327
1668	0.4874391455
1669	0.4874008859
1670	0.4873619009
1671	0.4873106413
1672	0.487261964
1673	0.4872078134
1674	0.4871672458
1675	0.4871381193
1676	0.4870996676
1677	0.4870509881
1678	0.4870042282
1679	0.4869594977
1680	0.4869075516
1681	0.4868566677
1682	0.4868050734
1683	0.4867560938
1684	0.4867086537
1685	0.4866558353
1686	0.4866051349
1687	0.4865704336
1688	0.486528238
1689	0.4864733835
1690	0.4864270682
1691	0.4863861659
1692	0.4863440049
1693	0.486304506
1694	0.4862634849
1695	0.4862155871
1696	0.4861788022
1697	0.4861355271
1698	0.486078969
1699	0.486041165
1700	0.4859997165
1701	0.4859469541
1702	0.4858973484
1703	0.4858547124
1704	0.4858093061
1705	0.4857690861
1706	0.485729218
1707	0.485679906
1708	0.4856457228
1709	0.4856072733
1710	0.4855596821
1711	0.485524605
1712	0.4854802957
1713	0.4854418267
1714	0.4854037571
1715	0.4853646167
