iter	Logloss
677	0.538732719
678	0.5386658101
679	0.5385757081
680	0.5385095333
681	0.5384503562
682	0.5383653864
683	0.5382963875
684	0.5382371132
685	0.5381807301
686	0.5381188541
687	0.5380669749
688	0.5380042396
689	0.5379349579
690	0.53786847
691	0.537811437
692	0.5377506276
693	0.5376875771
694	0.5376224603
695	0.5375598157
696	0.5374931465
697	0.5374348417
698	0.5373525297
699	0.5372904011
700	0.5372379324
701	0.5371680332
702	0.5371046027
703	0.5370382595
704	0.5369535487
705	0.5368960666
706	0.5368496607
707	0.5367931156
708	0.5367290567
709	0.5366604335
710	0.5365960832
711	0.536523172
712	0.5364741255
713	0.536405349
714	0.5363395586
715	0.5362812517
716	0.5362276559
717	0.5361591256
718	0.5360932639
719	0.5360233128
720	0.5359662215
721	0.5358926452
722	0.5358239983
723	0.535765659
724	0.5357069439
725	0.5356412312
726	0.535573286
727	0.5355142666
728	0.5354542777
729	0.5353855918
730	0.5353160597
731	0.5352544255
732	0.5351813416
733	0.5351162852
734	0.535040632
735	0.5349632643
736	0.5349143517
737	0.534847078
738	0.5347708504
739	0.5347209467
740	0.5346721204
741	0.5346063624
742	0.5345268141
743	0.5344557446
744	0.5343848133
745	0.5343088987
746	0.5342489142
747	0.5341939992
748	0.5341395959
749	0.5340621549
750	0.5340041826
751	0.5339501659
752	0.5338742405
753	0.5338172593
754	0.5337560354
755	0.5336864881
756	0.5336146348
757	0.5335557341
758	0.5334994892
759	0.5334322284
760	0.5333654015
761	0.533322433
762	0.5332609629
763	0.533203077
764	0.533145489
765	0.5330815986
766	0.5330206252
767	0.5329618411
768	0.5329156122
769	0.5328596134
770	0.5327885547
771	0.5327326012
772	0.532676123
773	0.5326124723
774	0.5325407637
775	0.5324843633
776	0.532426907
777	0.5323799203
778	0.5323257697
779	0.532263911
780	0.532186755
781	0.5321424477
782	0.5320812692
783	0.5320265161
784	0.5319793848
785	0.5319190979
786	0.5318558336
787	0.5317939598
788	0.5317441188
789	0.531676098
790	0.5316014444
791	0.5315492283
792	0.5314904313
793	0.5314137697
794	0.5313546876
795	0.5312980173
796	0.5312207123
797	0.5311549132
798	0.5310857049
799	0.5310171831
800	0.5309538455
801	0.5309014739
802	0.5308420896
803	0.5307757443
804	0.5307289065
805	0.5306794023
806	0.5306415271
807	0.5305860119
808	0.5305214802
809	0.5304646328
810	0.5304040156
811	0.5303408248
812	0.5302904699
813	0.530226601
814	0.5301823478
815	0.5301209231
816	0.5300700759
817	0.5300161606
818	0.5299682843
819	0.5299115622
820	0.5298673716
821	0.5297947605
822	0.5297296005
823	0.5296627111
824	0.5295866843
825	0.5295250221
826	0.5294584932
827	0.5293852257
828	0.5293240666
829	0.5292633199
830	0.5292034886
831	0.529148213
832	0.5290848494
833	0.5290234766
834	0.5289460981
835	0.5288884994
836	0.5288353743
837	0.5287665568
838	0.5287164005
839	0.5286517998
840	0.528578107
841	0.528514385
842	0.5284505874
843	0.5283972313
844	0.528312825
845	0.5282557142
846	0.5282092478
847	0.5281460591
848	0.5280829762
849	0.5280148021
850	0.5279639549
851	0.5279126694
852	0.5278778105
853	0.5278072484
854	0.5277572066
855	0.52770843
856	0.5276440624
857	0.5275786498
858	0.5275344311
859	0.5274834392
860	0.5274181821
861	0.5273524651
862	0.5273055561
863	0.5272402752
864	0.5271907278
865	0.5271338156
866	0.5270842834
867	0.5270394903
868	0.5269895737
869	0.5269355807
870	0.5268835395
871	0.5268376172
872	0.5267676705
873	0.526705177
874	0.5266540276
875	0.5266029558
876	0.5265414404
877	0.5264949611
878	0.5264550196
879	0.5264041012
880	0.5263455416
881	0.5262839334
882	0.5262192463
883	0.5261757595
884	0.5261234916
885	0.5260635027
886	0.526005511
887	0.5259394226
888	0.5258737315
889	0.525809636
890	0.5257496277
891	0.5256925233
892	0.5256503558
893	0.525602486
894	0.5255316001
895	0.525486779
896	0.525446302
897	0.5253917217
898	0.5253391429
899	0.5252888614
900	0.5252398279
901	0.5251724937
902	0.5251087716
903	0.5250668632
904	0.5250022322
905	0.5249363468
906	0.5248831073
907	0.5248187181
908	0.5247497494
909	0.5247109566
910	0.5246650279
911	0.524611946
912	0.5245561479
913	0.5245158696
914	0.524462805
915	0.5244038309
916	0.524346081
917	0.5242991094
918	0.5242483076
919	0.5241975403
920	0.5241422345
921	0.524087773
922	0.5240241092
923	0.5239675965
924	0.5239057638
925	0.5238479059
926	0.5238073534
927	0.5237603667
928	0.5237136564
929	0.5236701826
930	0.5236118346
931	0.5235578977
932	0.5234982024
933	0.5234384403
934	0.5233715141
935	0.523312987
936	0.5232619843
937	0.5232050095
938	0.5231358207
939	0.5230756482
940	0.5230159249
941	0.5229561109
942	0.522907887
943	0.522863854
944	0.5228226494
945	0.5227743176
946	0.5227233603
947	0.5226680329
948	0.5226033955
949	0.5225479753
950	0.5224913265
951	0.5224399547
952	0.5223934214
953	0.5223392362
954	0.5222962396
955	0.5222310083
956	0.5221932065
957	0.5221386478
958	0.5220859028
959	0.5220225154
960	0.5219680301
961	0.5219152397
962	0.5218480005
963	0.5217930791
964	0.5217327145
965	0.5216803192
966	0.521620218
967	0.5215663502
968	0.5215242237
969	0.5214577877
970	0.5213929537
971	0.5213381554
972	0.521269068
973	0.5212013775
974	0.5211600606
975	0.5211055991
976	0.5210560366
977	0.521006867
978	0.5209505335
979	0.5208884006
980	0.5208275999
981	0.5207594517
982	0.5207158116
983	0.5206509259
984	0.5205935279
985	0.5205474999
986	0.5204860687
987	0.5204365666
988	0.5203784108
989	0.5203116121
990	0.5202572067
991	0.5202067071
992	0.520156052
993	0.520110227
994	0.5200572703
995	0.5199993326
996	0.5199591385
997	0.519896442
998	0.5198283673
999	0.5197738323
1000	0.5197251485
1001	0.5196792608
1002	0.5196130321
1003	0.5195540731
1004	0.5195044372
1005	0.5194443166
1006	0.5193795495
1007	0.519326526
1008	0.5192649631
1009	0.5192088865
1010	0.5191379336
1011	0.5190947189
1012	0.5190400889
1013	0.518990371
1014	0.5189333271
1015	0.5188781163
1016	0.5188296917
1017	0.5187743837
1018	0.5187253092
1019	0.5186658925
1020	0.5185992384
1021	0.518548348
1022	0.5184994505
1023	0.5184406966
1024	0.5183760894
1025	0.5183187929
1026	0.5182656074
1027	0.5182076157
1028	0.5181639799
1029	0.5181022724
1030	0.518049998
1031	0.5179787126
1032	0.5179359794
1033	0.5178890056
1034	0.5178264582
1035	0.5177551987
1036	0.5176902007
1037	0.5176488665
1038	0.5175906049
1039	0.5175293486
1040	0.5174755305
1041	0.5174229841
1042	0.5173794541
1043	0.517317019
1044	0.5172647597
1045	0.5172025059
1046	0.5171593236
1047	0.5170926501
1048	0.5170304783
1049	0.5169910744
1050	0.5169296886
1051	0.5168760237
1052	0.5168228944
1053	0.516768815
1054	0.5167192719
1055	0.5166622863
1056	0.5166003909
1057	0.5165665425
1058	0.5165178177
1059	0.5164715521
1060	0.5164205581
1061	0.5163726365
1062	0.5163165362
1063	0.5162805912
1064	0.5162282758
1065	0.5161777223
1066	0.5161310443
1067	0.5160794069
1068	0.516015672
1069	0.5159661332
1070	0.5159170845
1071	0.5158678934
1072	0.5158330323
1073	0.5157746131
1074	0.5157323743
1075	0.5156764359
1076	0.5156127506
1077	0.515557624
1078	0.515513835
1079	0.5154590992
1080	0.5154126717
1081	0.5153651388
1082	0.5152879094
1083	0.5152319839
1084	0.5151670399
1085	0.515126157
1086	0.5150569314
1087	0.5150025303
1088	0.5149437505
1089	0.5148928947
1090	0.5148301745
1091	0.5147901855
1092	0.5147260446
1093	0.5146725504
1094	0.5146269023
1095	0.5145906054
1096	0.5145488978
1097	0.5145049878
1098	0.5144501031
1099	0.5143987809
1100	0.5143580103
1101	0.51432278
1102	0.5142817697
1103	0.5142143232
1104	0.5141602179
1105	0.5141058427
1106	0.5140628115
1107	0.5139977725
1108	0.5139341994
1109	0.5138845657
1110	0.5138400792
1111	0.5138024955
1112	0.5137516569
1113	0.5137026839
1114	0.5136572928
1115	0.513605284
1116	0.5135515112
1117	0.5134907277
1118	0.5134391896
1119	0.5133888865
1120	0.5133514777
1121	0.5132967117
1122	0.5132259186
1123	0.5131765892
1124	0.5131208149
1125	0.513070989
1126	0.5130201116
1127	0.5129829122
1128	0.5129432902
1129	0.5129043419
1130	0.5128577007
1131	0.5128010778
1132	0.5127476872
1133	0.512680679
1134	0.5126216078
1135	0.5125797986
1136	0.5125254299
1137	0.5124572083
1138	0.5124041977
1139	0.5123576514
1140	0.5123110663
1141	0.5122646907
1142	0.5122024693
1143	0.5121463366
1144	0.5120963077
1145	0.5120604793
1146	0.5120174481
1147	0.5119712991
1148	0.5119159739
1149	0.5118489593
1150	0.5118008671
1151	0.5117478479
1152	0.5116903938
1153	0.511634382
1154	0.5115960361
1155	0.5115490343
1156	0.5115169519
1157	0.5114650554
1158	0.511414165
1159	0.5113702011
1160	0.5113234433
1161	0.5112775038
1162	0.5112288308
1163	0.5111860263
1164	0.511137349
1165	0.5110948771
1166	0.5110376907
1167	0.5109687458
1168	0.5109265545
1169	0.5108838018
1170	0.5108359213
1171	0.5107921581
1172	0.5107283929
1173	0.5106587593
1174	0.5106053665
1175	0.5105621474
1176	0.5105142086
1177	0.5104601832
1178	0.5104115188
1179	0.5103739027
1180	0.5103252967
1181	0.5102824166
1182	0.5102323489
1183	0.5101793361
1184	0.5101262197
1185	0.5100773826
1186	0.5100143148
1187	0.5099762561
1188	0.5099245992
1189	0.5098646513
1190	0.5098270698
1191	0.5097777447
1192	0.5097212277
1193	0.5096728851
1194	0.5096298086
1195	0.5095806519
1196	0.5095154034
1197	0.509455326
1198	0.5094031251
1199	0.5093566587
1200	0.5092988937
1201	0.5092561411
1202	0.5092138051
1203	0.5091670797
1204	0.509117597
1205	0.5090726421
1206	0.5090254978
1207	0.5089754926
1208	0.5089320339
1209	0.5088929388
1210	0.5088327426
1211	0.5087733691
1212	0.5087309273
1213	0.5086911758
1214	0.5086245239
1215	0.5085903257
1216	0.508542173
1217	0.5084929711
1218	0.5084332543
1219	0.5083916675
1220	0.5083434329
1221	0.5082797324
1222	0.5082218185
1223	0.5081723164
1224	0.5081065087
1225	0.5080556744
1226	0.5079909182
1227	0.5079494697
1228	0.507907246
1229	0.507857718
1230	0.5078151251
1231	0.5077724782
1232	0.5077180707
1233	0.5076738261
1234	0.5076210227
1235	0.5075569034
1236	0.5074972578
1237	0.507449062
1238	0.5073787331
1239	0.5073293714
1240	0.5072765205
1241	0.5072277807
1242	0.5071945216
1243	0.5071410425
1244	0.507088278
1245	0.5070379857
1246	0.5069908392
1247	0.5069542897
1248	0.506909406
1249	0.5068642373
1250	0.5068283247
1251	0.5067896311
1252	0.5067471268
1253	0.5066846851
1254	0.5066211704
1255	0.5065745356
1256	0.5065296822
1257	0.5064894924
1258	0.506443229
1259	0.506400418
1260	0.5063665134
1261	0.5063116934
1262	0.5062718318
1263	0.5062090404
1264	0.5061718086
1265	0.5061155399
1266	0.5060666985
1267	0.5060159744
1268	0.5059570218
1269	0.505905501
1270	0.5058578191
1271	0.5058043032
1272	0.5057497164
1273	0.5057037186
1274	0.5056464567
1275	0.5055872429
1276	0.5055404225
1277	0.5054997188
1278	0.5054428175
1279	0.5053868294
1280	0.5053410885
1281	0.505291811
1282	0.5052359395
1283	0.505192863
1284	0.5051454683
1285	0.5050854729
1286	0.5050164006
1287	0.5049748117
1288	0.5049297401
1289	0.5048865535
1290	0.5048416417
1291	0.5047888815
1292	0.5047317038
1293	0.5046925202
1294	0.5046439703
1295	0.504602472
1296	0.5045524734
1297	0.5045115797
1298	0.5044570124
1299	0.504396732
1300	0.5043571964
1301	0.504310905
1302	0.5042540727
1303	0.5042130452
1304	0.504175198
1305	0.5041359604
1306	0.5040870024
1307	0.5040512604
1308	0.5040000937
1309	0.5039406575
1310	0.5038990492
1311	0.5038581577
1312	0.5038132351
1313	0.5037554355
1314	0.503704543
1315	0.5036475574
1316	0.5036011926
1317	0.5035519345
1318	0.5035164839
1319	0.503472479
1320	0.5034262329
1321	0.5033820358
1322	0.503352227
1323	0.503292875
1324	0.5032510335
1325	0.5032175845
1326	0.5031654829
1327	0.5031098511
1328	0.5030694
1329	0.5030181491
1330	0.5029743838
1331	0.502935714
1332	0.5028885913
1333	0.5028429324
1334	0.5027896152
1335	0.5027450856
1336	0.5026963004
1337	0.5026564603
1338	0.5026062609
1339	0.5025551114
1340	0.5025109273
1341	0.5024687489
1342	0.5024102131
1343	0.5023589147
1344	0.5023163736
1345	0.5022686614
1346	0.5022157933
1347	0.5021621716
1348	0.5021124817
1349	0.5020678766
1350	0.5020208596
1351	0.5019757125
1352	0.5019262558
1353	0.5018744283
1354	0.5018255654
1355	0.501785205
1356	0.5017297049
1357	0.5016795962
1358	0.5016358503
1359	0.5015764033
1360	0.5015305005
1361	0.5014930701
1362	0.5014457962
1363	0.5014008607
1364	0.5013459781
1365	0.5013014766
1366	0.5012487078
1367	0.5011951854
1368	0.5011426843
1369	0.5011066228
1370	0.5010734739
1371	0.5010299698
1372	0.5009850084
1373	0.5009408609
1374	0.5008973072
1375	0.5008429839
1376	0.5007929895
1377	0.5007619652
1378	0.5007104854
1379	0.5006675103
1380	0.500608819
1381	0.5005603015
1382	0.5005197706
1383	0.500467561
1384	0.5004146756
1385	0.5003568933
1386	0.5003131604
1387	0.5002586147
1388	0.5002130443
1389	0.5001569527
1390	0.5001207097
1391	0.5000823163
1392	0.5000328769
1393	0.4999850136
1394	0.4999349091
1395	0.4998796379
1396	0.499832906
1397	0.4997869621
1398	0.4997294649
1399	0.4996863991
1400	0.4996263735
1401	0.4995646617
1402	0.4995058301
1403	0.4994753369
1404	0.4994203809
1405	0.4993735475
1406	0.4993262088
1407	0.49927002
1408	0.4992379161
1409	0.499198564
1410	0.4991625521
1411	0.4991021249
1412	0.4990565006
1413	0.4989975891
1414	0.498947407
1415	0.4988969095
1416	0.4988531054
1417	0.4988143989
1418	0.4987702471
1419	0.4987263804
1420	0.4986989833
1421	0.4986518239
1422	0.4985974962
1423	0.4985513645
1424	0.4985039957
1425	0.4984610336
1426	0.4984291629
1427	0.4983765754
1428	0.4983273001
1429	0.4982844286
1430	0.4982329186
1431	0.4981905848
1432	0.4981478991
1433	0.4980890005
1434	0.4980510454
1435	0.4979907607
1436	0.4979470408
1437	0.4979025759
1438	0.4978443877
1439	0.4978048802
1440	0.4977743395
1441	0.4977425293
1442	0.4976974383
1443	0.4976447191
1444	0.4975879473
1445	0.4975463109
1446	0.4975146021
1447	0.4974743346
1448	0.4974276653
1449	0.4974103514
1450	0.4973681838
1451	0.497318224
1452	0.4972863555
1453	0.497247297
1454	0.4971964347
1455	0.4971540275
1456	0.4971132526
1457	0.4970587695
1458	0.4970048175
1459	0.4969554082
1460	0.4969067698
1461	0.4968617436
1462	0.4968133146
1463	0.4967675673
1464	0.4967236983
1465	0.4966724064
1466	0.4966257198
1467	0.4965789447
1468	0.4965334521
1469	0.4964843452
1470	0.4964170433
1471	0.4963812495
1472	0.4963401917
1473	0.4962838971
1474	0.4962421549
1475	0.4962022609
1476	0.4961534606
1477	0.496091332
1478	0.4960255005
1479	0.4959811371
1480	0.4959434217
1481	0.4958929567
1482	0.4958452424
1483	0.495811368
1484	0.4957477993
1485	0.4957024621
1486	0.4956517747
1487	0.4956079684
1488	0.4955721875
1489	0.4955329974
1490	0.4954752648
1491	0.4954449594
1492	0.4953989918
1493	0.4953488809
1494	0.4952879226
1495	0.4952286203
1496	0.495196959
1497	0.4951523408
1498	0.4951159317
1499	0.4950545178
1500	0.4950157595
1501	0.4949620126
1502	0.4949262187
1503	0.4948738904
1504	0.4948212986
1505	0.4947703025
1506	0.4947184901
1507	0.4946679992
1508	0.494618305
1509	0.4945752889
1510	0.4945240941
1511	0.4944714656
1512	0.4944206594
